age,nationality,current_residence,marital_status,dependents,education_level,occupation,work_experience_years,sponsorship_status,financial_status,language_proficiency,purpose_of_travel,intended_duration,travel_history,target_country,visa_category (Label),previous_visa_rejections,criminal_record_check,medical_exam_status,document_completeness_score,visa_fee_payment_status,processing_time_days
61.0,Saudi Arabia,Canada,Single,2.0,Bachelor,Developer,36.0,Job Offer,Medium,TOEFL 78,Family,30,Clean,US,Family,0,Clear,Passed,82,Paid,47
63.0,Turkey,Thailand,Single,5.0,Bachelor,Driver,25.0,Job Offer,Medium,Unknown,Study,365,Previous Visa,US,Student,0,Clear,Passed,79,Paid,64
62.0,Argentina,Uruguay,Married,5.0,Bachelor,Sales,34.0,Job Offer,High,Unknown,Work,730,Clean,UK,Work,0,Minor Offense,Passed,64,Paid,78
41.0,Philippines,Oman,Single,2.0,High School,Accountant,29.0,University Admission,Low,IELTS 8.0,PR,30,Clean,Canada,PR,0,Clear,Passed,75,Paid,46
41.0,Japan,France,Single,5.0,Bachelor,Doctor,30.0,Family Sponsor,Low,IELTS 7.5,Tourism,30,Clean,Australia,Visitor,0,Clear,Passed,77,Paid,53
59.0,Poland,Norway,Single,4.0,Bachelor,Analyst,30.0,Job Offer,High,IELTS 8.0,Family,30,Clean,Australia,Family,0,Clear,Passed,75,Paid,46
42.0,Nigeria,Brazil,Widowed,0.0,Bachelor,Student,20.0,Family Sponsor,High,IELTS -1.0,Special,30,Previous Visa,US,Special,2,Clear,Passed,100,Paid,53
59.0,Kuwait,Thailand,Single,5.0,High School,Student,19.0,Family Sponsor,High,IELTS 6.5,Tourism,30,Previous Visa,Germany,Visitor,0,Clear,Passed,85,Pending,47
59.0,Argentina,Finland,Single,5.0,High School,Manager,29.0,Family Sponsor,High,Unknown,Family,30,Previous Visa,UK,Family,0,Clear,Passed,76,Pending,52
44.0,Kuwait,Peru,Single,0.0,Bachelor,Driver,2.0,University Admission,Medium,Unknown,Family,30,Clean,Australia,Family,0,Clear,Passed,62,Paid,47
32.0,Netherlands,Pakistan,Married,3.0,Bachelor,Developer,1.0,Unknown,Low,TOEFL 99,Work,730,Clean,Australia,Work,0,Clear,Passed,69,Waived,77
47.0,Venezuela,France,Married,3.0,High School,Designer,38.0,Job Offer,Medium,TOEFL 89,Study,365,Previous Visa,US,Student,3,Clear,Passed,60,Paid,87
58.0,Indonesia,Japan,Single,1.0,Master,Engineer,10.0,Unknown,Medium,IELTS 5.5,Work,730,Clean,UK,Work,0,Clear,Passed,71,Paid,73
41.0,Switzerland,Nepal,Married,0.0,High School,Designer,19.0,Job Offer,Low,Unknown,Work,730,Previous Visa,Germany,Unknown,2,Pending,Passed,93,Paid,86
42.0,China,South Africa,Divorced,0.0,High School,Analyst,20.0,University Admission,High,IELTS 5.0,Special,30,Clean,Australia,Special,0,Clear,Passed,61,Paid,42
21.0,UAE,Uruguay,Married,4.0,Bachelor,Developer,37.0,Unknown,High,TOEFL 60,Study,365,Clean,Canada,Student,0,Clear,Passed,82,Paid,70
53.0,Canada,Austria,Widowed,3.0,Master,Sales,38.0,Family Sponsor,Medium,Unknown,Family,30,Previous Visa,US,Family,0,Pending,Passed,95,Paid,38
34.0,Portugal,UAE,Single,2.0,PhD,Engineer,19.0,University Admission,High,TOEFL 61,Work,730,Clean,Canada,Work,1,Clear,Passed,94,Paid,75
52.0,Thailand,Paraguay,Married,1.0,Bachelor,Artist,0.0,University Admission,High,TOEFL 88,Study,365,Clean,Australia,Student,0,Clear,Passed,92,Paid,64
27.0,UK,Venezuela,Married,1.0,Bachelor,Sales,14.0,Job Offer,High,IELTS 8.5,Work,730,Clean,UK,Work,2,Clear,Passed,89,Paid,90
23.0,Spain,South Korea,Married,0.0,High School,Nurse,36.0,Unknown,Medium,IELTS 7.5,Study,365,Clean,Canada,Student,0,Clear,Passed,60,Paid,74
65.0,Morocco,Narnia,Divorced,2.0,High School,Doctor,-3.0,University Admission,High,TOEFL 108,Work,730,Previous Visa,Australia,Visitorrr,0,Clear,Passed,96,Paid,68
22.0,Argentina,Nepal,Married,5.0,High School,Teacher,9.0,Job Offer,Medium,Unknown,Tourism,30,Clean,UK,Visitor,0,Clear,Passed,60,Paid,55
54.0,Turkey,UAE,Single,3.0,Bachelor,Nurse,26.0,Unknown,Medium,TOEFL 88,Work,730,Clean,US,Work,0,Minor Offense,Passed,67,Paid,79
30.0,Nepal,US,Married,2.0,Bachelor,Chef,10.0,University Admission,High,IELTS 6.0,Family,30,Clean,Germany,Family,0,Clear,Passed,85,Paid,41
32.0,Norway,Bangladesh,Married,3.0,High School,Student,3.0,University Admission,High,TOEFL 75,Work,730,Clean,Canada,Work,1,Minor Offense,Failed,95,Pending,80
26.0,Sweden,Belgium,Married,3.0,Bachelor,Engineer,3.0,Family Sponsor,Low,Unknown,Study,365,Previous Visa,US,Student,0,Clear,Passed,92,Paid,69
46.0,Colombia,India,Single,3.0,PhD,Doctor,12.0,Unknown,Low,TOEFL 92,Work,730,Clean,US,Work,0,Minor Offense,Passed,68,Paid,78
37.0,Morocco,Guatemala,Married,1.0,Bachelor,Manager,20.0,Job Offer,Medium,IELTS 7.5,Work,730,Clean,US,Work,0,Minor Offense,Passed,100,Paid,67
62.0,South Africa,US,Single,4.0,Bachelor,Nurse,3.0,University Admission,Medium,IELTS 7.5,Study,365,Clean,UK,Student,0,Clear,Passed,90,Paid,63
38.0,Mexico,Denmark,Single,2.0,Master,Developer,30.0,University Admission,Medium,IELTS 8.0,Work,730,Clean,UK,Work,0,Clear,Passed,82,Paid,68
34.0,Australia,Italy,Single,2.0,Master,Accountant,34.0,Job Offer,High,IELTS 7.5,Study,365,Clean,Australia,Student,0,Minor Offense,Passed,75,Paid,68
50.0,China,Singapore,Married,1.0,High School,Teacher,38.0,Family Sponsor,Medium,TOEFL 75,PR,30,Clean,US,PR,1,Clear,Passed,84,Paid,49
29.0,Norway,US,Married,5.0,High School,Student,24.0,Job Offer,Medium,TOEFL 110,Study,365,Clean,Canada,Student,0,Minor Offense,Passed,100,Paid,64
30.0,Singapore,Australia,Married,1.0,Master,Manager,27.0,Job Offer,Low,IELTS 5.0,PR,30,Clean,US,PR,1,Clear,Passed,90,Paid,48
51.0,Philippines,Brazil,Single,5.0,Bachelor,Chef,37.0,University Admission,Medium,TOEFL 114,Family,30,Clean,Australia,Family,0,Clear,Passed,76,Paid,49
41.0,Paraguay,China,Single,0.0,Bachelor,Teacher,2.0,Family Sponsor,Medium,Unknown,PR,30,Previous Visa,US,PR,0,Clear,Failed,91,Paid,40
55.0,Singapore,Nepal,Single,5.0,Master,Chef,39.0,University Admission,Medium,TOEFL 93,Work,730,Clean,UK,Work,0,Clear,Passed,91,Paid,71
41.0,Kuwait,Portugal,Married,3.0,Master,Technician,14.0,University Admission,Medium,Unknown,PR,30,Rejected,US,PR,1,Clear,Passed,75,Paid,46
31.0,Japan,New Zealand,Single,4.0,Master,Engineer,10.0,Job Offer,Medium,TOEFL 108,Study,365,Clean,US,Student,1,Clear,Passed,60,Paid,86
57.0,Guatemala,Brazil,Married,5.0,Bachelor,Manager,0.0,Job Offer,Medium,TOEFL 83,Family,30,Clean,Canada,Family,0,Clear,Passed,78,Paid,40
33.0,India,Australia,Married,2.0,PhD,Farmer,25.0,Job Offer,High,TOEFL 87,Work,730,Clean,US,Work,0,Minor Offense,Passed,72,Paid,73
45.0,Oman,Oman,Single,3.0,Master,Driver,35.0,Family Sponsor,Low,Unknown,Study,365,Clean,US,Student,0,Clear,Passed,65,Paid,74
43.0,Netherlands,Poland,Single,2.0,Bachelor,Driver,38.0,Job Offer,Low,IELTS 6.0,Tourism,30,Clean,Canada,Visitor,1,Clear,Passed,91,Paid,54
52.0,Egypt,Honduras,Single,5.0,High School,Technician,30.0,Unknown,Low,TOEFL 94,Study,365,Previous Visa,Canada,Student,1,Clear,Passed,73,Paid,82
34.0,Argentina,Philippines,Married,3.0,High School,Sales,1.0,University Admission,Medium,TOEFL 89,Special,30,Rejected,UK,Special,0,Clear,Passed,69,Paid,48
42.0,Indonesia,Japan,Married,5.0,Bachelor,Doctor,25.0,University Admission,Low,Unknown,Tourism,30,Rejected,Germany,Visitor,0,Clear,Passed,73,Paid,50
62.0,Germany,UK,Single,0.0,Bachelor,Doctor,20.0,Family Sponsor,Low,IELTS 5.0,Study,365,Clean,US,Student,1,Clear,Passed,86,Pending,77
62.0,Turkey,Australia,Married,0.0,Bachelor,Sales,22.0,University Admission,Medium,TOEFL 100,Work,730,Clean,Germany,Work,0,Clear,Passed,70,Waived,79
40.0,Belgium,Switzerland,Single,4.0,High School,Sales,26.0,Unknown,Medium,IELTS 6.5,Family,30,Clean,Germany,Family,0,Clear,Passed,80,Paid,42
42.0,Thailand,South Korea,Married,0.0,High School,Artist,2.0,Unknown,Medium,IELTS 5.0,Work,730,Clean,Canada,Work,0,Clear,Passed,62,Paid,80
38.0,Nepal,Sweden,Married,2.0,High School,Student,7.0,Unknown,Medium,IELTS 5.0,Tourism,30,Clean,Germany,Visitor,0,Clear,Passed,90,Paid,46
53.0,India,Indonesia,Married,5.0,Bachelor,Farmer,2.0,Job Offer,Low,IELTS 6.5,Study,365,Rejected,Germany,Student,2,Clear,Passed,66,Paid,85
38.0,Indonesia,Saudi Arabia,Single,4.0,Bachelor,Manager,25.0,Job Offer,Medium,TOEFL 64,Tourism,30,Previous Visa,Germany,Visitor,2,Clear,Failed,96,Paid,60
24.0,Australia,Brazil,Single,4.0,Master,Technician,17.0,University Admission,Medium,TOEFL 110,Tourism,30,Clean,Australia,Visitor,0,Clear,Passed,71,Paid,49
32.0,UAE,New Zealand,Single,2.0,Bachelor,Chef,37.0,Family Sponsor,High,Unknown,Work,730,Clean,US,Work,0,Clear,Passed,67,Paid,75
65.0,Uruguay,Poland,Single,4.0,Bachelor,Student,22.0,Job Offer,Medium,IELTS 5.5,Study,365,Clean,UK,Student,1,Clear,Pending,71,Paid,80
54.0,France,Colombia,Married,4.0,Bachelor,Engineer,4.0,University Admission,Low,TOEFL 86,Tourism,30,Clean,US,Visitor,0,Clear,Passed,60,Paid,48
53.0,Canada,Nigeria,Single,1.0,High School,Driver,26.0,Family Sponsor,Medium,Unknown,Work,730,Clean,Australia,Work,0,Clear,Passed,77,Pending,71
60.0,Ethiopia,New Zealand,Single,4.0,Bachelor,Nurse,36.0,Job Offer,High,TOEFL 75,Study,365,Clean,Canada,Student,0,Clear,Passed,65,Paid,74
52.0,Kenya,Canada,Married,1.0,Bachelor,Accountant,3.0,Unknown,Low,TOEFL 66,PR,30,Clean,US,PR,0,Clear,Passed,65,Paid,46
57.0,Sri Lanka,Kuwait,Single,1.0,Bachelor,Nurse,9.0,Job Offer,Medium,TOEFL 103,Work,730,Clean,US,Work,0,Clear,Passed,87,Paid,75
50.0,Malaysia,Switzerland,Single,4.0,Bachelor,Manager,16.0,Job Offer,Medium,IELTS 8.5,Work,730,Clean,UK,Work,0,Clear,Passed,94,Waived,72
29.0,Austria,Spain,Single,0.0,High School,Engineer,5.0,University Admission,High,IELTS 8.0,Study,365,Clean,UK,Student,0,Clear,Passed,62,Paid,68
32.0,India,Singapore,Married,0.0,High School,Teacher,20.0,Job Offer,High,IELTS 5.0,Tourism,30,Clean,US,Visitor,1,Clear,Pending,85,Paid,55
39.0,Spain,UAE,Widowed,2.0,High School,Teacher,39.0,University Admission,Medium,TOEFL 94,Study,365,Clean,Australia,Student,2,Clear,Passed,86,Paid,83
46.0,South Africa,Italy,Single,3.0,High School,Developer,36.0,Job Offer,Medium,IELTS 6.5,Work,730,Clean,US,Work,1,Clear,Passed,91,Paid,79
28.0,Colombia,Turkey,Single,3.0,Bachelor,Sales,23.0,Unknown,Medium,TOEFL 94,PR,30,Clean,Australia,PR,0,Clear,Passed,76,Pending,43
59.0,Kenya,Canada,Single,5.0,Bachelor,Artist,9.0,University Admission,Medium,Unknown,Work,730,Previous Visa,US,Work,0,Clear,Passed,65,Paid,76
18.0,France,Bangladesh,Single,0.0,High School,Developer,18.0,University Admission,Medium,IELTS 8.5,Tourism,30,Previous Visa,US,Visitor,1,Clear,Passed,95,Pending,51
60.0,Vietnam,Ethiopia,Married,1.0,Bachelor,Analyst,20.0,Family Sponsor,Medium,TOEFL 97,Family,30,Previous Visa,Australia,Family,2,Clear,Passed,84,Paid,53
59.0,Finland,Argentina,Single,4.0,Master,Designer,27.0,Job Offer,Low,IELTS 6.5,Tourism,30,Clean,US,Visitor,0,Clear,Passed,90,Paid,42
32.0,Norway,India,Single,0.0,High School,Manager,32.0,University Admission,High,TOEFL 73,Study,365,Clean,US,Student,0,Clear,Passed,62,Paid,73
51.0,Tunisia,Narnia,Divorced,3.0,High School,Sales,20.0,Job Offer,Low,TOEFL 77,PR,30,Clean,US,PR,0,Clear,Passed,82,Paid,40
26.0,Saudi Arabia,Brazil,Single,4.0,Bachelor,Doctor,6.0,Job Offer,Medium,TOEFL 104,Work,730,Previous Visa,US,Work,0,Clear,Passed,87,Paid,74
47.0,Colombia,Kuwait,Married,4.0,High School,Developer,30.0,Family Sponsor,Medium,IELTS 5.0,Study,365,Clean,Australia,Student,0,Clear,Passed,97,Paid,63
59.0,South Korea,Indonesia,Married,5.0,Master,Doctor,4.0,Job Offer,Low,Unknown,PR,30,Previous Visa,Canada,PR,2,Clear,Passed,97,Waived,50
64.0,Poland,Netherlands,Single,4.0,Bachelor,Artist,3.0,Job Offer,Low,IELTS 6.0,Study,365,Clean,US,Student,0,Clear,Passed,92,Waived,65
34.0,Egypt,Paraguay,Single,5.0,Master,Driver,9.0,Family Sponsor,High,TOEFL 67,Tourism,30,Previous Visa,Germany,Visitor,0,Clear,Passed,75,Paid,56
34.0,Australia,Sri Lanka,Married,4.0,Bachelor,Manager,9.0,Family Sponsor,Medium,IELTS 5.5,Family,30,Clean,Australia,Family,2,Clear,Passed,100,Paid,53
42.0,Pakistan,Sweden,Divorced,2.0,High School,Designer,-3.0,Unknown,Medium,TOEFL 102,PR,30,Previous Visa,Canada,PR,0,Clear,Passed,66,Pending,48
49.0,Canada,Japan,Single,0.0,High School,Artist,2.0,Unknown,Medium,IELTS 5.5,Family,30,Previous Visa,UK,Family,1,Clear,Passed,89,Pending,49
65.0,Denmark,Oman,Married,0.0,High School,Nurse,38.0,Family Sponsor,Medium,IELTS 8.5,Work,730,Clean,Canada,Work,0,Clear,Passed,99,Paid,65
46.0,South Africa,Belgium,Single,1.0,Master,Farmer,36.0,Job Offer,Medium,TOEFL 102,PR,30,Clean,Australia,PR,2,Clear,Passed,85,Paid,61
41.0,Guatemala,Poland,Married,1.0,Bachelor,Technician,30.0,Job Offer,Low,IELTS 6.5,Work,730,Previous Visa,Australia,Work,0,Clear,Passed,80,Paid,73
47.0,Bangladesh,Poland,Single,5.0,High School,Analyst,5.0,University Admission,Medium,TOEFL 63,Work,730,Clean,Australia,Work,2,Clear,Passed,86,Paid,82
32.0,Uruguay,Bangladesh,Single,0.0,Master,Doctor,37.0,University Admission,Medium,IELTS 8.0,Study,365,Previous Visa,US,Student,0,Clear,Passed,96,Pending,64
57.0,Sri Lanka,Mexico,Divorced,0.0,High School,Artist,26.0,Family Sponsor,Low,TOEFL 64,Family,30,Clean,US,Family,0,Clear,Passed,92,Paid,40
55.0,Brazil,Chile,Single,4.0,Bachelor,Accountant,10.0,Family Sponsor,Medium,TOEFL 64,Tourism,30,Clean,UK,Visitor,0,Clear,Passed,98,Paid,47
40.0,Oman,China,Single,4.0,Bachelor,Engineer,15.0,Unknown,Medium,IELTS 5.5,PR,30,Clean,US,PR,0,Clear,Passed,66,Waived,44
40.0,Finland,Kuwait,Single,1.0,High School,Engineer,32.0,University Admission,High,TOEFL 88,Family,30,Rejected,Australia,Family,0,Clear,Passed,72,Paid,53
62.0,Philippines,Oman,Married,5.0,High School,Designer,4.0,University Admission,Low,TOEFL 92,PR,30,Clean,Canada,PR,2,Clear,Passed,76,Waived,55
25.0,Turkey,China,Single,4.0,High School,Doctor,14.0,University Admission,Low,TOEFL 103,Family,30,Previous Visa,Canada,Family,0,Clear,Passed,74,Waived,47
47.0,Peru,UK,Single,4.0,Master,Technician,2.0,Job Offer,Medium,Unknown,Tourism,30,Clean,US,Visitor,0,Clear,Passed,85,Paid,42
43.0,Canada,Bangladesh,Single,1.0,PhD,Chef,40.0,University Admission,Medium,TOEFL 112,Work,730,Clean,UK,Work,0,Pending,Pending,73,Paid,75
27.0,Algeria,France,Married,1.0,Master,Sales,9.0,Job Offer,Low,IELTS 8.0,Study,365,Previous Visa,US,Student,1,Clear,Passed,95,Paid,74
23.0,New Zealand,South Korea,Single,2.0,High School,Teacher,29.0,University Admission,Medium,IELTS 8.5,Tourism,30,Rejected,UK,Visitor,0,Clear,Passed,72,Paid,47
44.0,Greece,Singapore,Divorced,2.0,PhD,Accountant,5.0,Job Offer,Medium,IELTS 7.0,Work,730,Clean,UK,Work,2,Minor Offense,Passed,99,Paid,88
60.0,Honduras,Nigeria,Single,5.0,High School,Artist,28.0,Job Offer,Low,IELTS 8.0,Study,365,Clean,US,Student,0,Clear,Passed,90,Paid,68
23.0,Chile,Switzerland,Married,1.0,Bachelor,Technician,35.0,Family Sponsor,Medium,TOEFL 69,Study,365,Previous Visa,Canada,Student,0,Clear,Passed,83,Paid,67
46.0,Austria,Austria,Married,1.0,Bachelor,Developer,5.0,Job Offer,High,IELTS 7.5,Family,30,Clean,Canada,Family,0,Clear,Pending,80,Paid,45
50.0,Qatar,Thailand,Single,5.0,High School,Analyst,23.0,Family Sponsor,Medium,TOEFL 88,Study,365,Clean,Germany,Student,1,Clear,Failed,66,Paid,77
36.0,New Zealand,Thailand,Married,2.0,High School,Analyst,20.0,Job Offer,Low,IELTS 5.0,Work,730,Rejected,Canada,Work,0,Clear,Passed,73,Paid,79
32.0,Turkey,Netherlands,Single,3.0,Bachelor,Chef,11.0,Unknown,Low,Unknown,Work,730,Rejected,US,Work,1,Clear,Passed,85,Paid,83
39.0,Nigeria,Norway,Divorced,2.0,Bachelor,Technician,19.0,Unknown,Medium,TOEFL 76,Study,365,Clean,Australia,Student,0,Clear,Passed,80,Paid,70
36.0,Qatar,Indonesia,Single,2.0,Bachelor,Chef,26.0,Job Offer,Medium,TOEFL 64,Study,365,Clean,UK,Student,0,Clear,Passed,60,Paid,74
28.0,UAE,Argentina,Single,3.0,High School,Manager,28.0,Unknown,Medium,TOEFL 106,Work,730,Clean,Germany,Work,2,Clear,Passed,84,Paid,82
47.0,China,Tunisia,Single,5.0,High School,Teacher,16.0,University Admission,Medium,IELTS 8.5,Work,730,Previous Visa,Canada,Work,0,Clear,Passed,87,Paid,77
25.0,Nepal,Denmark,Married,0.0,Bachelor,Farmer,6.0,Job Offer,Medium,IELTS 8.5,Study,365,Clean,US,Student,0,Clear,Passed,99,Paid,64
56.0,Oman,South Africa,Single,5.0,Bachelor,Technician,33.0,Job Offer,Low,IELTS 5.5,Study,365,Previous Visa,Canada,Student,1,Clear,Passed,80,Paid,79
50.0,Sweden,Singapore,Married,0.0,Bachelor,Manager,5.0,University Admission,Medium,IELTS 7.0,Work,730,Clean,US,Work,0,Clear,Passed,71,Waived,78
34.0,Canada,Qatar,Single,2.0,Bachelor,Teacher,38.0,Job Offer,Medium,IELTS 8.0,Study,365,Clean,Canada,Student,0,Clear,Passed,70,Paid,74
42.0,Indonesia,Finland,Married,5.0,High School,Doctor,39.0,Family Sponsor,Medium,IELTS 5.5,Work,730,Clean,Germany,Work,0,Clear,Pending,91,Paid,68
26.0,Algeria,Egypt,Single,5.0,High School,Teacher,7.0,Job Offer,High,Unknown,Study,365,Previous Visa,Canada,Student,3,Clear,Passed,68,Paid,89
19.0,Peru,Honduras,Married,5.0,High School,Chef,16.0,Unknown,High,TOEFL 83,Tourism,30,Previous Visa,UK,Visitor,1,Clear,Passed,96,Paid,59
43.0,Poland,Poland,Single,0.0,Master,Designer,20.0,University Admission,Medium,IELTS 8.5,PR,30,Clean,UK,PR,0,Clear,Passed,94,Paid,36
29.0,Thailand,Argentina,Single,2.0,Bachelor,Technician,39.0,University Admission,Medium,TOEFL 77,Study,365,Rejected,US,Student,0,Minor Offense,Passed,73,Pending,67
55.0,Nepal,Norway,Married,4.0,High School,Doctor,11.0,Unknown,Medium,IELTS 8.5,Family,30,Previous Visa,US,Family,0,Clear,Passed,85,Paid,43
53.0,Bangladesh,Uruguay,Married,5.0,High School,Sales,14.0,Family Sponsor,Medium,Unknown,Family,30,Previous Visa,Canada,Family,1,Clear,Passed,83,Paid,50
26.0,UAE,Algeria,Single,0.0,Bachelor,Technician,3.0,Unknown,Medium,Unknown,Work,730,Clean,Canada,Work,0,Clear,Passed,69,Paid,74
52.0,Argentina,UAE,Single,5.0,Master,Accountant,39.0,Job Offer,Medium,IELTS 8.5,Study,365,Clean,US,Student,1,Clear,Passed,78,Paid,78
50.0,Guatemala,Colombia,Widowed,5.0,Master,Student,20.0,University Admission,High,IELTS 8.5,Study,365,Clean,Germany,Student,0,Clear,Passed,98,Paid,68
35.0,Italy,Venezuela,Single,2.0,Bachelor,Teacher,3.0,Job Offer,Medium,Unknown,Family,30,Previous Visa,US,Family,0,Clear,Passed,75,Paid,44
21.0,Thailand,Thailand,Single,3.0,High School,Manager,2.0,Job Offer,Medium,IELTS 7.5,Tourism,30,Clean,Germany,Visitor,0,Clear,Passed,95,Paid,45
24.0,Egypt,Norway,Married,2.0,Bachelor,Doctor,31.0,Unknown,Medium,IELTS 7.5,Tourism,30,Previous Visa,Australia,Visitor,0,Clear,Passed,73,Pending,50
33.0,Brazil,Ireland,Married,3.0,Bachelor,Driver,40.0,Job Offer,Low,TOEFL 60,Special,30,Clean,US,Special,1,Clear,Failed,91,Paid,47
23.0,Venezuela,Spain,Single,5.0,High School,Artist,19.0,Family Sponsor,Medium,TOEFL 72,Work,730,Previous Visa,Canada,Work,1,Clear,Passed,99,Paid,72
51.0,Morocco,UAE,Married,4.0,Bachelor,Nurse,15.0,Job Offer,Low,IELTS 7.5,Work,730,Clean,Canada,Work,0,Clear,Pending,98,Paid,71
22.0,Indonesia,Peru,Single,1.0,Bachelor,Technician,23.0,University Admission,Low,TOEFL 103,Work,730,Clean,Canada,Work,0,Clear,Passed,89,Paid,74
48.0,Mexico,Singapore,Single,5.0,High School,Teacher,30.0,University Admission,Low,IELTS 7.0,Work,730,Rejected,US,Work,1,Clear,Passed,91,Pending,78
22.0,Ghana,Finland,Single,3.0,Bachelor,Chef,35.0,Job Offer,Low,TOEFL 79,Study,365,Clean,US,Student,0,Clear,Passed,64,Waived,65
42.0,Mexico,Kuwait,Married,-1.0,PhD,Developer,37.0,Unknown,Medium,IELTS 7.0,Study,365,Rejected,US,Visitorrr,0,Clear,Passed,65,Pending,70
58.0,Ghana,New Zealand,Single,2.0,High School,Sales,35.0,Job Offer,Medium,IELTS 5.0,Family,30,Clean,UK,Family,0,Clear,Passed,68,Paid,49
48.0,Honduras,UAE,Married,2.0,Bachelor,Engineer,37.0,Job Offer,Medium,IELTS 6.5,Study,365,Previous Visa,Australia,Student,1,Clear,Failed,70,Waived,73
65.0,Belgium,Norway,Single,0.0,Bachelor,Developer,21.0,Job Offer,Medium,IELTS 7.0,Work,730,Clean,Australia,Work,0,Clear,Failed,67,Paid,78
26.0,Chile,Netherlands,Married,5.0,Bachelor,Analyst,38.0,University Admission,Low,TOEFL 99,Work,730,Clean,UK,Work,1,Clear,Passed,90,Paid,77
47.0,Tunisia,Sri Lanka,Married,3.0,High School,Sales,3.0,Job Offer,High,IELTS 8.5,Study,365,Clean,US,Student,1,Clear,Passed,63,Paid,79
48.0,Belgium,Belgium,Married,0.0,High School,Sales,3.0,Unknown,High,Unknown,Work,730,Clean,Australia,Work,1,Clear,Pending,73,Paid,80
29.0,US,France,Single,1.0,Master,Sales,30.0,Family Sponsor,Medium,IELTS 7.5,PR,30,Previous Visa,UK,PR,3,Clear,Passed,76,Pending,62
42.0,Switzerland,Greece,Single,2.0,Bachelor,Accountant,35.0,Family Sponsor,High,Unknown,Study,365,Previous Visa,Canada,Student,1,Clear,Passed,65,Paid,83
29.0,Austria,Canada,Single,1.0,Bachelor,Artist,10.0,University Admission,High,TOEFL 70,Family,30,Clean,Canada,Family,0,Clear,Passed,75,Paid,47
34.0,Japan,Morocco,Single,2.0,Bachelor,Technician,33.0,Unknown,Medium,IELTS 5.0,Work,730,Clean,Germany,Work,0,Minor Offense,Passed,78,Paid,76
63.0,France,Bangladesh,Married,1.0,High School,Student,18.0,Job Offer,Medium,TOEFL 74,Family,30,Previous Visa,Canada,Family,0,Clear,Failed,88,Paid,45
38.0,Thailand,UAE,Married,5.0,High School,Chef,19.0,Family Sponsor,Low,IELTS 8.0,Tourism,30,Clean,UK,Visitor,0,Clear,Passed,97,Paid,47
57.0,New Zealand,UK,Single,5.0,High School,Nurse,28.0,Unknown,Medium,IELTS 6.5,Study,365,Clean,Australia,Student,0,Clear,Passed,66,Paid,74
29.0,Colombia,Thailand,Widowed,4.0,High School,Designer,10.0,Job Offer,Medium,IELTS 7.5,PR,30,Clean,Canada,PR,0,Minor Offense,Passed,89,Paid,40
35.0,Japan,Denmark,Single,3.0,High School,Engineer,29.0,Job Offer,Medium,TOEFL 94,Tourism,30,Clean,Germany,Visitor,0,Clear,Passed,75,Paid,54
45.0,Uruguay,Mexico,Married,1.0,Bachelor,Accountant,24.0,Unknown,High,IELTS 5.0,Family,30,Previous Visa,US,Family,0,Clear,Passed,99,Pending,44
32.0,France,Austria,Divorced,5.0,High School,Analyst,4.0,University Admission,Medium,TOEFL 70,Tourism,30,Clean,UK,Visitor,1,Clear,Passed,81,Paid,56
63.0,Chile,Poland,Single,5.0,High School,Student,31.0,Job Offer,Medium,IELTS 8.0,Work,730,Clean,US,Work,1,Clear,Passed,74,Paid,81
42.0,Narnia,Poland,Married,-1.0,Master,Analyst,6.0,Family Sponsor,High,IELTS 6.5,Family,30,Previous Visa,Germany,Family,2,Clear,Passed,66,Paid,57
42.0,Tunisia,Nigeria,Married,2.0,PhD,Manager,4.0,University Admission,Low,Unknown,Special,30,Clean,US,Special,0,Clear,Passed,62,Paid,48
40.0,Malaysia,Sri Lanka,Single,0.0,High School,Accountant,39.0,University Admission,Medium,IELTS 6.0,Study,365,Clean,UK,Student,0,Clear,Pending,62,Paid,77
60.0,Venezuela,Mexico,Married,4.0,Bachelor,Student,6.0,Job Offer,Low,IELTS 8.0,Work,730,Previous Visa,Australia,Work,0,Clear,Passed,82,Paid,70
44.0,Argentina,France,Married,5.0,Master,Technician,25.0,Unknown,Medium,IELTS 6.5,Tourism,30,Clean,Australia,Visitor,0,Clear,Passed,64,Pending,55
34.0,Colombia,Unknown,Widowed,-1.0,PhD,Manager,20.0,Family Sponsor,Medium,Unknown,Family,30,Rejected,Australia,Family,0,Minor Offense,Failed,77,Paid,43
60.0,UAE,Portugal,Single,5.0,High School,Student,11.0,Job Offer,High,IELTS 8.0,Work,730,Rejected,US,Work,0,Clear,Passed,61,Paid,76
43.0,Algeria,UK,Married,5.0,High School,Sales,2.0,Job Offer,Medium,IELTS 8.0,Work,730,Previous Visa,UK,Work,0,Clear,Pending,72,Paid,72
