applicant_id,age,nationality,current_residence,marital_status,dependents,education_level,occupation,work_experience_years,sponsorship_status,financial_status,language_proficiency,purpose_of_travel,intended_duration,travel_history,target_country,visa_category (Label),previous_visa_rejections,criminal_record_check,medical_exam_status,document_completeness_score,visa_fee_payment_status
C95355,26,UAE,New Zealand,Single,0,Bachelor,Engineer,18,Job Offer,Medium,TOEFL 100,Tourism,Long-term,Previous Visa,Canada,Visitor,0,Clear,Passed,100,Pending
C77178,44,Turkey,Germany,Married,3,Bachelor,Analyst,12,University Admission,Low,TOEFL 72,Study,Long-term,Previous Visa,US,Student,1,Clear,Passed,60,Paid
C67975,59,Honduras,Tunisia,Married,4,Bachelor,Nurse,36,Family Sponsor,Low,TOEFL 94,Special,Short-term,Previous Visa,Australia,Special,0,Clear,Passed,76,Paid
C62558,47,Netherlands,Oman,Married,4,High School,Nurse,38,Family Sponsor,Medium,None,Tourism,Short-term,Clean,UK,Visitor,0,Clear,Passed,67,Paid
C85646,33,Austria,Switzerland,Married,2,Bachelor,Artist,28,Job Offer,High,IELTS 8.5,Study,Short-term,Previous Visa,US,Student,1,Clear,Passed,77,Paid
C109153,63,Austria,Greece,Single,0,Bachelor,Driver,9,University Admission,Medium,IELTS 7.5,Study,Short-term,Clean,Canada,Student,0,Clear,Passed,84,Paid
C40341,35,Paraguay,Sweden,Single,5,Master,Designer,2,None,Medium,None,Tourism,Short-term,Clean,Canada,Visitor,3,Clear,Passed,86,Paid
C33414,26,Portugal,Nepal,Single,3,Bachelor,Nurse,38,Job Offer,High,TOEFL 111,Study,Long-term,Clean,UK,Student,1,Clear,Pending,84,Paid
C53467,61,Norway,Tunisia,Divorced,5,High School,Doctor,18,Job Offer,Low,None,Tourism,Long-term,Previous Visa,Australia,Visitor,0,Clear,Passed,93,Paid
C26100,45,Sweden,Oman,Single,4,High School,Farmer,4,Family Sponsor,Medium,IELTS 7.5,Study,Long-term,Clean,UK,Student,0,Clear,Passed,64,Paid
C52075,35,Norway,Uruguay,Single,0,High School,Manager,18,University Admission,Medium,TOEFL 62,PR,Permanent,Clean,UK,PR,0,Pending,Passed,74,Pending
C08845,27,Thailand,Paraguay,Divorced,1,Master,Developer,10,None,Medium,IELTS 8.5,Tourism,Short-term,Previous Visa,Germany,Visitor,0,Clear,Passed,97,Paid
C49444,39,Saudi Arabia,Algeria,Married,0,Bachelor,Artist,23,Job Offer,Medium,None,Family,Long-term,Rejected,UK,Family,0,Clear,Passed,84,Paid
A00299,unknown,Ghana,Narnia,Widowed,1,Bachelor,Farmer,20,Family Sponsor,High,IELTS -1.0,Work,Permanent,Clean,US,Work,0,Clear,Pending,94,Paid
C72328,36,Chile,Finland,Single,1,Master,Technician,5,Job Offer,High,TOEFL 78,Family,Long-term,Clean,UK,Family,0,Clear,Passed,84,Pending
C08217,39,India,Bangladesh,Single,0,High School,Sales,5,University Admission,Low,IELTS 7.5,Work,Long-term,Clean,UK,Work,0,Clear,Pending,81,Paid
C102393,46,Qatar,Japan,Single,5,High School,Accountant,31,Job Offer,High,IELTS 8.5,Family,Short-term,Clean,US,Family,1,Minor Offense,Passed,68,Paid
C40085,39,Australia,Portugal,Married,0,Bachelor,Chef,0,Job Offer,High,IELTS 5.0,Study,Long-term,Previous Visa,Australia,Student,1,Clear,Passed,98,Paid
C69858,32,New Zealand,Tunisia,Single,3,Bachelor,Artist,34,None,Medium,TOEFL 71,Study,Short-term,Clean,Australia,Student,0,Minor Offense,Passed,69,Paid
C62550,36,Ireland,Netherlands,Divorced,4,Bachelor,Designer,35,Family Sponsor,Medium,IELTS 8.5,Work,Short-term,Clean,US,Work,1,Clear,Passed,70,Paid
C91687,55,Colombia,Venezuela,Single,3,Bachelor,Student,14,Job Offer,Low,None,Study,Long-term,Clean,Canada,Student,0,Clear,Passed,92,Paid
C98848,20,Finland,Kenya,Married,1,High School,Teacher,23,Job Offer,Medium,TOEFL 77,Work,Long-term,Clean,UK,Work,0,Clear,Passed,90,Paid
C42227,28,Ghana,Nigeria,Single,5,Master,Driver,36,Job Offer,High,None,PR,Permanent,Previous Visa,Canada,PR,0,Clear,Passed,65,Paid
A01248,48,Venezuela,Atlantis,Single,0,Master,Farmer,41 years,University Admission,Medium,TOEFL 77,Special,Long-term,Previous Visa,Canada,Special,0,Clear,Failed,61,Waived
C40994,26,Qatar,Qatar,Single,1,PhD,Engineer,22,Job Offer,High,IELTS 8.5,Study,Long-term,Clean,UK,Student,0,Clear,Passed,67,Paid
C91968,20,Australia,Canada,Married,5,Bachelor,Technician,36,Job Offer,Medium,IELTS 8.0,Study,Short-term,Clean,Australia,Student,1,Clear,Passed,97,Pending
C00880,43,Mexico,Poland,Married,4,Bachelor,Developer,19,University Admission,High,IELTS 8.5,Study,Short-term,Clean,Canada,Student,2,Minor Offense,Passed,79,Paid
A01324,unknown,Sweden,Narnia,Widowed,0,High School,Farmer,31,University Admission,Medium,IELTS 7.0,Work,Long-term,Rejected,Germany,Work,0,Clear,Passed,94,Paid
C53116,32,India,Mexico,Single,0,Bachelor,Developer,38,Family Sponsor,Medium,IELTS 7.0,Tourism,Short-term,Clean,Canada,Visitor,1,Clear,Passed,91,Pending
C11343,22,Philippines,South Africa,Married,0,High School,Engineer,12,Family Sponsor,Medium,TOEFL 101,Work,Short-term,Clean,UK,Work,0,Clear,Passed,71,Waived
C87624,18,Egypt,India,Married,5,Master,Technician,22,None,High,IELTS 5.5,Study,Short-term,Previous Visa,US,Student,0,Clear,Passed,65,Paid
C05719,18,Norway,Colombia,Single,5,Bachelor,Student,25,Family Sponsor,Medium,TOEFL 82,Work,Short-term,Clean,Canada,Work,1,Clear,Pending,79,Paid
C79870,38,UK,Nigeria,Married,3,High School,Analyst,10,University Admission,High,TOEFL 94,Tourism,Short-term,Clean,US,Visitor,0,Clear,Passed,69,Paid
C46355,41,Ethiopia,Indonesia,Single,5,PhD,Nurse,37,Job Offer,Low,TOEFL 86,Work,Long-term,Clean,US,Work,0,Clear,Passed,67,Waived
C97957,29,Colombia,Morocco,Married,2,High School,Manager,19,University Admission,Medium,IELTS 6.0,PR,Permanent,Clean,UK,PR,0,Clear,Passed,81,Paid
C79695,40,Qatar,Switzerland,Single,0,High School,Student,13,Job Offer,Medium,IELTS 5.5,Study,Short-term,Previous Visa,US,Student,0,Clear,Passed,96,Paid
C63563,18,Belgium,Finland,Married,0,Bachelor,Engineer,9,University Admission,Low,IELTS 8.5,Study,Short-term,Previous Visa,Canada,Student,0,Clear,Passed,90,Paid
A02179,,Germany,Nepal,Widowed,two,Master,Nurse,30,Job Offer,Low,IELTS 6.0,Tourism,Short-term,Previous Visa,Germany,Visitor,0,Clear,Passed,79,Pending
C76298,63,Algeria,Algeria,Widowed,4,Master,Artist,6,University Admission,Medium,None,Family,Long-term,Previous Visa,US,Family,0,Clear,Passed,71,Paid
C42641,24,Turkey,Nigeria,Single,2,High School,Artist,9,None,Low,IELTS 5.0,Tourism,Long-term,Clean,UK,Visitor,0,Clear,Passed,89,Paid
C25221,53,China,Poland,Married,4,Bachelor,Driver,30,None,Medium,None,Tourism,Long-term,Previous Visa,Australia,Visitor,0,Clear,Pending,63,Paid
C09503,49,Netherlands,Nigeria,Divorced,4,High School,Driver,15,University Admission,Medium,TOEFL 110,PR,Permanent,Clean,Australia,PR,0,Clear,Passed,75,Paid
C66927,34,Sweden,Saudi Arabia,Married,1,Bachelor,Doctor,32,University Admission,Medium,TOEFL 108,Work,Short-term,Clean,Australia,Work,1,Clear,Passed,70,Paid
C08502,53,Nepal,Greece,Single,2,Bachelor,Farmer,22,University Admission,High,None,Work,Short-term,Clean,UK,Work,0,Minor Offense,Passed,98,Paid
C45923,21,New Zealand,Sweden,Married,4,Master,Nurse,34,Family Sponsor,Low,TOEFL 99,Tourism,Short-term,Clean,Germany,Visitor,0,Clear,Passed,71,Paid
C52852,39,Canada,Paraguay,Single,0,High School,Technician,10,Family Sponsor,Low,TOEFL 76,Study,Short-term,Clean,Australia,Student,0,Clear,Passed,80,Paid
C00986,47,Colombia,Peru,Married,2,Bachelor,Artist,30,Job Offer,Medium,TOEFL 91,Work,Short-term,Clean,Canada,Work,0,Clear,Passed,88,Paid
C80428,46,Turkey,Argentina,Single,5,Bachelor,Technician,27,University Admission,High,IELTS 8.5,Work,Short-term,Clean,UK,Work,0,Clear,Passed,77,Paid
C74903,59,Switzerland,Nepal,Single,4,High School,Analyst,21,Job Offer,Medium,TOEFL 63,Work,Long-term,Previous Visa,US,Work,0,Pending,Passed,65,Paid
C21414,29,Sri Lanka,Singapore,Married,4,Master,Accountant,12,None,Low,TOEFL 80,Study,Long-term,Clean,Australia,Student,3,Clear,Passed,99,Paid
C88651,55,France,India,Single,1,High School,Artist,26,Job Offer,Low,IELTS 7.5,Study,Long-term,Clean,Canada,Student,0,Clear,Passed,78,Pending
C58034,45,Germany,Netherlands,Single,2,Bachelor,Artist,18,None,High,TOEFL 102,PR,Permanent,Rejected,US,PR,0,Clear,Passed,68,Paid
A01474,21,India,Germany,Single,5,Master,Artist,8,Family Sponsor,Low,TOEFL 110,Study,Long-term,Previous Visa,UK,Student,0,Clear,Passed,99,Waived
C55296,31,Switzerland,Nepal,Married,1,High School,Manager,37,University Admission,Medium,None,Work,Short-term,Clean,Australia,Work,0,Clear,Passed,88,Paid
C30350,57,Pakistan,Japan,Married,1,High School,Developer,13,University Admission,Medium,TOEFL 87,Study,Long-term,Clean,Canada,Student,0,Clear,Passed,71,Pending
A07336,,India,Turkey,Divorced,0,Master,Accountant,37,University Admission,Low,TOEFL 109,Family,Long-term,Previous Visa,Australia,,0,Clear,Passed,65,Paid
C54845,24,Norway,Ethiopia,Single,1,High School,Analyst,18,None,Medium,IELTS 6.5,Study,Long-term,Clean,Australia,Student,1,Clear,Failed,75,Paid
C27544,31,Finland,Greece,Divorced,0,Bachelor,Designer,33,Family Sponsor,Medium,IELTS 8.5,PR,Permanent,Previous Visa,US,PR,0,Clear,Pending,97,Paid
C06105,31,Nepal,France,Single,3,Bachelor,Sales,1,Job Offer,High,TOEFL 84,Work,Long-term,Previous Visa,Canada,Work,1,Clear,Passed,71,Paid
C81736,20,Honduras,Ethiopia,Single,2,Bachelor,Nurse,18,Family Sponsor,Medium,TOEFL 84,Family,Short-term,Clean,US,Family,0,Clear,Failed,88,Paid
C51123,29,South Korea,Paraguay,Married,4,Master,Developer,1,Job Offer,High,IELTS 5.5,Work,Long-term,Clean,Canada,Work,0,Clear,Passed,76,Paid
C02852,21,Malaysia,Vietnam,Married,4,High School,Analyst,4,Job Offer,High,TOEFL 109,Work,Short-term,Previous Visa,UK,Work,0,Clear,Passed,65,Paid
C85547,33,Kuwait,Colombia,Single,2,High School,Technician,12,Job Offer,Medium,IELTS 8.5,Work,Long-term,Clean,Australia,Work,0,Clear,Failed,100,Paid
C97396,46,Canada,Sri Lanka,Divorced,3,High School,Manager,28,University Admission,High,TOEFL 99,Tourism,Long-term,Previous Visa,US,Visitor,2,Clear,Pending,61,Paid
C33012,49,Sweden,South Africa,Single,5,High School,Manager,37,None,Medium,TOEFL 99,Work,Short-term,Clean,UK,Work,0,Pending,Passed,84,Paid
C13291,25,Germany,Qatar,Married,4,Bachelor,Teacher,17,Job Offer,High,TOEFL 61,Tourism,Short-term,Clean,US,Visitor,0,Clear,Pending,66,Pending
C41564,58,Switzerland,South Korea,Married,2,High School,Sales,22,None,Low,TOEFL 81,PR,Permanent,Previous Visa,US,PR,2,Clear,Passed,100,Paid
C55769,39,Chile,Ghana,Single,1,High School,Farmer,28,None,Medium,IELTS 5.5,PR,Permanent,Clean,Canada,PR,1,Clear,Passed,64,Paid
C78447,30,Egypt,Uruguay,Single,0,PhD,Doctor,24,University Admission,Medium,TOEFL 112,Family,Long-term,Clean,Australia,Family,1,Clear,Passed,75,Paid
A00709,,Argentina,Austria,Divorced,2,Master,Manager,NaN years,None,Low,IELTS 6.5,Special,Short-term,Rejected,Australia,Special,2,Clear,Passed,86,Paid
C09811,41,Chile,Qatar,Single,1,High School,Technician,2,Job Offer,High,IELTS 5.5,Tourism,Short-term,Clean,Australia,Visitor,0,Clear,Passed,61,Paid
A08493,42,Atlantis,UAE,Divorced,4,Master,Manager,25,University Admission,Low,None,Tourism,Permanent,Clean,UK,Visitor,1,Clear,Pending,73,Paid
C49729,44,Oman,Ireland,Single,0,Bachelor,Doctor,10,Family Sponsor,Medium,TOEFL 95,Study,Long-term,Previous Visa,Australia,Student,0,Clear,Passed,64,Paid
C21702,35,Poland,Ghana,Single,5,Bachelor,Nurse,4,Job Offer,Low,TOEFL 93,Work,Long-term,Clean,Canada,Work,1,Clear,Passed,98,Paid
C64319,39,Italy,Singapore,Single,5,Bachelor,Chef,29,University Admission,Low,IELTS 7.0,Work,Long-term,Previous Visa,Australia,Work,1,Clear,Passed,71,Paid
C34351,55,South Africa,Mexico,Married,2,High School,Developer,6,Job Offer,Medium,TOEFL 114,Family,Short-term,Clean,Germany,Family,0,Clear,Passed,89,Paid
C105305,31,China,Germany,Single,2,High School,Doctor,22,None,Low,IELTS 5.5,Study,Long-term,Clean,Canada,Student,1,Clear,Passed,89,Paid
C69277,52,Kuwait,China,Single,1,High School,Doctor,32,Family Sponsor,Low,IELTS 6.5,Work,Short-term,Clean,US,Work,0,Clear,Passed,87,Waived
C30560,23,Spain,Sri Lanka,Single,5,High School,Nurse,7,University Admission,High,IELTS 7.0,Study,Long-term,Previous Visa,US,Student,0,Clear,Passed,80,Paid
C61854,30,Sweden,Morocco,Married,4,Bachelor,Technician,16,Family Sponsor,High,TOEFL 83,Study,Long-term,Clean,UK,Student,0,Clear,Passed,79,Paid
C09725,38,Turkey,Sri Lanka,Single,5,Bachelor,Developer,26,Job Offer,High,TOEFL 75,Special,Long-term,Previous Visa,Germany,Special,2,Clear,Passed,80,Paid
C41415,26,Australia,Morocco,Married,1,PhD,Technician,9,Job Offer,Medium,IELTS 7.0,Work,Short-term,Clean,US,Work,0,Clear,Passed,70,Pending
C36085,36,Qatar,Bangladesh,Single,2,High School,Developer,33,University Admission,Medium,IELTS 8.0,Family,Long-term,Clean,Canada,Family,0,Clear,Passed,90,Pending
C76141,49,Chile,Belgium,Single,2,Master,Engineer,18,Job Offer,Low,IELTS 7.0,Study,Short-term,Clean,Australia,Student,0,Clear,Passed,69,Pending
C27156,23,Spain,Pakistan,Single,5,Bachelor,Manager,40,University Admission,Low,IELTS 7.5,PR,Permanent,Previous Visa,Australia,PR,2,Clear,Passed,62,Paid
C17750,31,Sweden,Ireland,Single,4,Bachelor,Artist,37,Job Offer,Low,IELTS 5.0,Work,Long-term,Clean,Canada,Work,0,Clear,Passed,88,Paid
C76339,51,Nigeria,Pakistan,Single,3,High School,Technician,36,University Admission,High,TOEFL 112,Family,Short-term,Previous Visa,Canada,Family,1,Pending,Passed,74,Paid
A03381,,,Bangladesh,Married,1,PhD,Designer,25,Job Offer,Low,IELTS 8.5,Tourism,Long-term,Previous Visa,UK,Visitorrr,1,Clear,Passed,80,Paid
C93276,52,Nepal,Tunisia,Single,0,Bachelor,Developer,13,University Admission,Medium,TOEFL 103,Tourism,Short-term,Clean,US,Visitor,0,Clear,Passed,73,Paid
C97679,58,Chile,Netherlands,Single,4,Bachelor,Driver,17,Family Sponsor,Medium,None,Tourism,Short-term,Clean,Canada,Visitor,0,Minor Offense,Passed,95,Paid
C45343,48,Pakistan,Bangladesh,Single,4,Bachelor,Farmer,16,Job Offer,High,TOEFL 76,PR,Permanent,Clean,Canada,PR,1,Clear,Passed,69,Paid
C107256,19,Belgium,Paraguay,Single,0,Master,Chef,35,Family Sponsor,Low,IELTS 6.0,Special,Long-term,Previous Visa,Australia,Special,2,Clear,Passed,81,Paid
C14728,29,Chile,Egypt,Married,3,Bachelor,Chef,1,None,Medium,IELTS 6.5,Tourism,Short-term,Clean,UK,Visitor,1,Clear,Pending,81,Paid
A07052,30,Narnia,Saudi Arabia,Divorced,0,Bachelor,Manager,38,University Admission,Medium,,Work,Long-term,Previous Visa,UK,Unknown,0,Clear,Passed,83,Paid
C18422,64,US,Philippines,Single,2,High School,Engineer,37,Job Offer,High,None,Study,Short-term,Clean,UK,Student,1,Clear,Passed,62,Paid
C86966,49,Belgium,Malaysia,Single,1,High School,Accountant,4,Job Offer,High,TOEFL 91,Study,Short-term,Clean,Germany,Student,0,Clear,Passed,85,Paid
C86982,19,UK,Turkey,Single,3,PhD,Designer,24,University Admission,Medium,IELTS 7.0,Tourism,Long-term,Clean,US,Visitor,0,Clear,Pending,99,Paid
C43524,54,Spain,Paraguay,Married,0,Bachelor,Technician,12,University Admission,Medium,IELTS 8.0,Work,Short-term,Clean,US,Work,1,Clear,Passed,94,Pending
C06529,39,Denmark,India,Single,4,Bachelor,Student,31,University Admission,Medium,TOEFL 110,Work,Long-term,Clean,Canada,Work,0,Clear,Passed,64,Pending
C46400,37,Australia,Greece,Single,4,High School,Teacher,11,Job Offer,Medium,None,Study,Short-term,Clean,UK,Student,1,Clear,Passed,80,Pending
C36886,27,Peru,Brazil,Married,5,Bachelor,Accountant,27,Job Offer,Medium,IELTS 7.0,Family,Short-term,Clean,US,Family,0,Clear,Passed,73,Pending
C57216,54,Honduras,Ethiopia,Single,5,Bachelor,Doctor,40,Job Offer,Low,IELTS 5.5,Work,Long-term,Previous Visa,US,Work,1,Clear,Passed,90,Pending
C107998,24,France,Paraguay,Single,0,High School,Designer,20,None,High,TOEFL 65,Work,Short-term,Clean,Canada,Work,0,Clear,Passed,72,Paid
C17525,51,Nigeria,UK,Married,5,High School,Manager,10,Family Sponsor,High,TOEFL 97,Work,Long-term,Clean,UK,Work,0,Clear,Passed,62,Paid
C67438,28,Oman,Greece,Married,2,Bachelor,Analyst,12,Family Sponsor,High,None,Work,Short-term,Previous Visa,Canada,Work,1,Clear,Passed,98,Paid
C37193,38,Switzerland,Italy,Single,5,Master,Designer,0,Family Sponsor,Medium,TOEFL 87,PR,Permanent,Clean,UK,PR,0,Clear,Pending,72,Paid
C82548,62,Argentina,Turkey,Single,4,High School,Technician,21,None,High,None,Study,Long-term,Previous Visa,US,Student,0,Minor Offense,Passed,83,Paid
C08852,48,Finland,Colombia,Single,4,High School,Driver,27,Job Offer,Medium,IELTS 7.5,Tourism,Short-term,Previous Visa,US,Visitor,3,Clear,Passed,74,Pending
C05620,45,South Africa,US,Single,2,High School,Doctor,7,Family Sponsor,Medium,IELTS 7.5,Work,Long-term,Clean,US,Work,0,Clear,Passed,67,Paid
C88689,29,Canada,Sri Lanka,Single,0,High School,Manager,27,None,Medium,IELTS 7.5,Study,Short-term,Clean,US,Student,2,Clear,Passed,76,Paid
C93408,38,Paraguay,Uruguay,Single,3,Bachelor,Designer,35,None,Medium,IELTS 8.5,Work,Long-term,Clean,Canada,Work,0,Clear,Passed,92,Paid
C84025,19,Paraguay,Kuwait,Single,0,Bachelor,Analyst,6,None,Low,IELTS 8.5,Work,Long-term,Clean,US,Work,0,Clear,Passed,87,Paid
C53163,53,Sweden,Sri Lanka,Single,3,Master,Analyst,35,None,High,TOEFL 100,Special,Short-term,Previous Visa,Canada,Special,1,Clear,Pending,80,Paid
A03773,-5,Narnia,Colombia,Widowed,five,Bachelor,Developer,18,None,Medium,IELTS 8.0,Tourism,Long-term,Previous Visa,Canada,Visitor,0,Clear,Passed,74,Paid
C87501,47,Paraguay,Paraguay,Divorced,2,Bachelor,Teacher,37,University Admission,Medium,TOEFL 75,Family,Short-term,Clean,Canada,Family,0,Clear,Passed,92,Paid
C91856,58,Pakistan,Kenya,Married,2,PhD,Teacher,31,Family Sponsor,Medium,TOEFL 69,Study,Long-term,Previous Visa,UK,Student,0,Clear,Passed,82,Paid
C38945,51,Greece,Ghana,Married,5,High School,Accountant,8,Job Offer,Medium,IELTS 5.0,Work,Long-term,Clean,US,Work,1,Clear,Passed,71,Paid
C74002,53,Germany,Guatemala,Married,4,High School,Manager,3,University Admission,Medium,IELTS 7.0,Study,Short-term,Clean,Canada,Student,0,Clear,Passed,96,Paid
C17800,18,Paraguay,Sweden,Married,0,Master,Accountant,40,Job Offer,Medium,TOEFL 74,Tourism,Long-term,Previous Visa,Canada,Visitor,0,Clear,Passed,100,Paid
C54633,65,Finland,Singapore,Single,0,Master,Technician,40,Job Offer,Medium,TOEFL 75,Tourism,Long-term,Previous Visa,Germany,Visitor,0,Clear,Passed,67,Paid
C92148,34,France,Nepal,Single,3,High School,Designer,20,Family Sponsor,Medium,IELTS 5.0,Family,Long-term,Clean,Australia,Family,0,Clear,Passed,91,Paid
C69343,41,China,Ireland,Single,4,High School,Designer,4,None,Medium,IELTS 7.0,Study,Long-term,Clean,UK,Student,0,Minor Offense,Passed,73,Paid
C53591,43,Norway,Oman,Married,0,High School,Driver,4,Job Offer,Medium,IELTS 5.5,Study,Short-term,Clean,Australia,Student,0,Clear,Passed,86,Paid
C71126,25,Portugal,Paraguay,Single,1,High School,Artist,18,Job Offer,Low,IELTS 6.0,Work,Short-term,Clean,US,Work,0,Clear,Passed,61,Pending
A07020,53,Atlantis,Saudi Arabia,Single,five,Bachelor,Engineer,-3,None,High,TOEFL 111,Work,Permanent,Rejected,US,Work,0,Clear,Pending,61,Pending
C108894,56,Greece,UAE,Married,0,Master,Engineer,8,Job Offer,Medium,TOEFL 111,Study,Short-term,Clean,Germany,Student,0,Clear,Passed,73,Paid
C08940,47,Sri Lanka,Singapore,Single,2,Bachelor,Nurse,32,Job Offer,High,None,Work,Short-term,Rejected,US,Work,0,Clear,Passed,85,Paid
C05070,28,Honduras,Switzerland,Single,3,High School,Manager,33,Job Offer,Low,IELTS 8.5,Work,Short-term,Clean,Canada,Work,0,Clear,Passed,64,Paid
C44071,26,Indonesia,New Zealand,Single,0,High School,Farmer,28,Family Sponsor,Medium,TOEFL 75,Study,Short-term,Clean,US,Student,1,Clear,Passed,82,Paid
A03229,34,Japan,Morocco,Widowed,3,Master,Student,NaN years,None,Low,None,Study,Short-term,Previous Visa,Germany,Student,0,Clear,Passed,87,Pending
C84101,44,Colombia,Argentina,Divorced,1,Master,Artist,10,Job Offer,Medium,IELTS 7.0,Family,Long-term,Previous Visa,US,Family,0,Clear,Pending,95,Paid
C86100,18,Argentina,Oman,Single,2,Bachelor,Student,31,Job Offer,High,None,Tourism,Short-term,Previous Visa,Canada,Visitor,0,Clear,Passed,89,Paid
C12339,46,India,India,Single,4,Master,Chef,36,None,Medium,None,Tourism,Short-term,Clean,Australia,Visitor,0,Clear,Passed,60,Paid
C68566,26,Kuwait,Singapore,Single,4,High School,Technician,5,Job Offer,Low,TOEFL 85,Study,Short-term,Rejected,Canada,Student,1,Clear,Passed,69,Paid
A02338,,,,Widowed,1,Bachelor,Accountant,4,None,Low,TOEFL 101,Tourism,Permanent,Previous Visa,Australia,Visitor,3,Clear,Pending,61,Paid
C57055,48,Kuwait,Sri Lanka,Single,4,Master,Accountant,17,Family Sponsor,Medium,IELTS 5.0,PR,Permanent,Clean,US,PR,0,Clear,Passed,68,Paid
C82030,60,Finland,Japan,Single,5,High School,Accountant,31,University Admission,Low,IELTS 5.0,Tourism,Short-term,Previous Visa,UK,Visitor,0,Clear,Passed,65,Paid
C57995,40,Spain,Brazil,Single,2,PhD,Student,17,Job Offer,Medium,None,Work,Long-term,Clean,UK,Work,0,Clear,Passed,100,Paid
C61035,36,Denmark,Paraguay,Married,3,Bachelor,Doctor,30,University Admission,Medium,None,Family,Long-term,Clean,US,Family,0,Clear,Passed,73,Paid
C53848,36,Brazil,Venezuela,Married,4,High School,Accountant,34,Job Offer,Low,IELTS 6.5,Work,Short-term,Clean,Germany,Work,1,Clear,Passed,88,Paid
C28979,31,Ireland,Malaysia,Married,1,Bachelor,Sales,18,University Admission,Medium,TOEFL 102,Family,Long-term,Clean,UK,Family,0,Clear,Passed,61,Waived
C05360,23,Mexico,Indonesia,Single,1,High School,Farmer,6,University Admission,High,IELTS 5.0,Tourism,Long-term,Rejected,Canada,Visitor,0,Clear,Passed,88,Paid
C44882,57,Sri Lanka,Portugal,Married,5,Bachelor,Manager,12,None,High,IELTS 5.0,Study,Short-term,Clean,US,Student,0,Clear,Failed,90,Paid
C10033,36,Algeria,Portugal,Married,2,High School,Designer,32,University Admission,Medium,IELTS 7.5,Work,Long-term,Clean,US,Work,1,Clear,Pending,93,Paid
C09984,29,Morocco,Mexico,Single,1,Master,Designer,27,Family Sponsor,Low,TOEFL 95,Work,Short-term,Clean,US,Work,0,Clear,Passed,75,Paid
C20963,35,India,Indonesia,Widowed,3,High School,Analyst,26,Family Sponsor,Medium,IELTS 6.0,Tourism,Short-term,Clean,Australia,Visitor,2,Clear,Passed,68,Paid
C14274,29,South Korea,Nigeria,Married,1,Bachelor,Chef,12,Job Offer,Low,IELTS 6.0,Special,Short-term,Clean,UK,Special,0,Clear,Pending,89,Paid
